Paediatric Reference Ranges for Spirometry: NHANES III update (2008),FEV1(litre),,,,,,FVC (litre),,,,,,FEV1FVC (1),,,,,,FEF2575 (L/s),,,,,,FEV075(litre),,,,,,FEV075FVC(1),,,,,
Age,Male,,,Female,,,Male,,,Female,,,Male,,,Female,,,Male,,,Female,,,Male,,,Female,,,Male,,,Female,,
(year),L,mu.s,sigma.s,L,mu.s,sigma.s,L,mu.s,sigma.s,L,mu.s,sigma.s,L,mu.s,sigma.s,L,mu.s,sigma.s,L,mu.s,sigma.s,L,mu.s,sigma.s,L,mu.s,sigma.s,L,mu.s,sigma.s,L,mu.s,sigma.s,L,mu.s,sigma.s
log link,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
log ht,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
coef  int,0,-11.1047846,-1.8009382,0,-10.27933984,-1.84729705,0,-11.6896501,-1.5853657,0,-11.0342204,-1.7676323,0,0.31380402,-3.3908484,0,0.4997604,-3.3947455,0,-7.95395119,-1.425505251,0,-6.5826187,-1.9445366,0,-9.60339929,-2.031934459,0,-10.15756031,-1.87804691,0,0.20914934,-2.40932579,0,0.58617016,-2.592107671
Height  cm,0,2.3395048,0,0,2.19870726,0,0,2.4365084,0,0,2.334112,0,0,-0.03323328,0,0,-0.0793916,0,0,1.80700694,0,0,1.6133475,0,0,2.0222263,0,0,2.13863145,0,0,-0.03715605,0,0,-0.13216689,0
coef age,0,0.148912,-0.1248596,0,0.03408397,-0.08155572,0,0.2795876,-0.2470621,0,0.1453117,-0.123112,0,-0.1504137,0.3696677,0,-0.1185497,0.3266679,0,-0.00490018,0.004887173,0,-0.2679831,0.2871433,0,0.02676122,-0.008781346,0,0.02140254,-0.02476799,0,-0.1027656,-0.04491048,0,-0.04523984,0.007361615
38.75,1,0.05480680012,-0.01384428338,1,0.1203319086,-0.061832324,1,0.03424588764,0.00829654248,1,0.1074486431,-0.1268730339,4.04764836,0.00799034867,-0.05416017098,4.087730952,0.008769446312,-0.08977861035,0.4537644682,0.1888610848,-0.1174447444,0.5265980809,0.1841999961,-0.1238493204,,,,,,,,,,,,
39,1,0.05270813504,-0.01150941342,1,0.118528378,-0.06025610619,1,0.03221304536,0.01095128751,1,0.1059655446,-0.1248967069,4.04764836,0.008060474001,-0.05474224686,4.087730952,0.008350331891,-0.09004941308,0.4537644682,0.1881081437,-0.1160633262,0.5265980809,0.1816856038,-0.1223626525,,,,,,,,,,,,
39.25,1,0.05061312143,-0.009157165957,1,0.116704772,-0.05867123141,1,0.03018808555,0.01361201092,1,0.1044599587,-0.1228881467,4.04764836,0.008129952263,-0.05531100669,4.087730952,0.007931381573,-0.09029167952,0.4537644682,0.1873312229,-0.1146537169,0.5265980809,0.17914313,-0.1208472088,,,,,,,,,,,,
39.5,1,0.04852117275,-0.00678789074,1,0.1148606846,-0.05707792376,1,0.0281706665,0.01627845531,1,0.1029312154,-0.1208472338,4.04764836,0.008198621358,-0.05586662992,4.087730952,0.00751299975,-0.09050541596,0.4537644682,0.18652717,-0.1132169708,0.5265980809,0.1765727431,-0.1193033987,,,,,,,,,,,,
39.75,1,0.04643156957,-0.004401941615,1,0.1129956815,-0.05547640595,1,0.02616022448,0.01895036993,1,0.1013786242,-0.1187738773,4.04764836,0.008266340012,-0.05640929434,4.087730952,0.007095594737,-0.0906906307,0.4537644682,0.1856931228,-0.111754137,0.5265980809,0.1739746132,-0.1177316311,,,,,,,,,,,,
40,1,0.04434361247,-0.00199966465,1,0.1111093433,-0.05386689554,1,0.02415621075,0.02162751034,1,0.09980151723,-0.1166679935,4.04764836,0.008332971036,-0.05693917434,4.087730952,0.00667956327,-0.09084733536,0.4537644682,0.1848262193,-0.1102662647,0.5265980809,0.1713489096,-0.1161323071,,,,,,,,,,,,
40.25,1,0.04225659142,0.0004185869612,1,0.1092012727,-0.05224960746,1,0.02215793364,0.02430963321,1,0.09819932602,-0.1145295542,4.04764836,0.008398384159,-0.05745644564,4.087730952,0.006265246148,-0.09097555053,0.4537644682,0.1839237198,-0.1087544741,0.5265980809,0.1686957514,-0.1145058161,,,,,,,,,,,,
40.5,1,0.04016969697,0.002852409285,1,0.1072711175,-0.05062476134,1,0.02016409279,0.02699648141,1,0.09657181081,-0.1123587337,4.04764836,0.008462464633,-0.05796129893,4.087730952,0.005852796515,-0.09107532247,0.4537644682,0.1829833749,-0.1072201703,0.5265980809,0.1660150649,-0.112852523,,,,,,,,,,,,
40.75,1,0.03808211234,0.005301393016,1,0.1053185456,-0.0489925741,1,0.0181732671,0.02968779931,1,0.09491881866,-0.1101557547,4.04764836,0.008525103962,-0.05845392567,4.087730952,0.005442318776,-0.09114670527,0.4537644682,0.182003058,-0.1056648296,0.5265980809,0.1633067339,-0.1111727821,,,,,,,,,,,,
41,1,0.03599304327,0.007765138193,1,0.1033432365,-0.04735325764,1,0.01618407409,0.03238333769,1,0.09324020389,-0.1079208375,4.04764836,0.008586196793,-0.05893451355,4.087730952,0.005033914249,-0.09118975497,0.4537644682,0.1809806422,-0.1040899281,0.5265980809,0.1605706485,-0.1094669411,,,,,,,,,,,,
41.25,1,0.03390188069,0.01024325924,1,0.1013448681,-0.04570702099,1,0.01419560822,0.03508285664,1,0.0915358316,-0.1056542314,4.04764836,0.008645626075,-0.05940324702,4.087730952,0.004627666525,-0.09120453609,0.4537644682,0.17991403,-0.1024969271,0.5265980809,0.1578066987,-0.1077353455,,,,,,,,,,,,
41.5,1,0.03180868142,0.01273540034,1,0.09932307596,-0.04405407646,1,0.01220873488,0.03778613444,1,0.08980558841,-0.1033563065,4.04764836,0.008703219504,-0.05986030878,4.087730952,0.004223598143,-0.09119114128,0.4537644682,0.178801241,-0.1008872268,0.5265980809,0.1550147549,-0.1059783506,,,,,,,,,,,,
41.75,1,0.02971366232,0.01524121878,1,0.09727749497,-0.04239463345,1,0.01022472984,0.04049295788,1,0.08804937068,-0.101027457,4.04764836,0.00875879506,-0.06030587841,4.087730952,0.003821716249,-0.09114967053,0.4537644682,0.1776403242,-0.09926221273,0.5265980809,0.1521946878,-0.1041963094,,,,,,,,,,,,
42,1,0.02761703468,0.01776037943,1,0.09520777256,-0.04072889653,1,0.008244834496,0.04320311899,1,0.08626708057,-0.09866807039,4.04764836,0.008812175822,-0.060740132,4.087730952,0.003422027557,-0.09108022439,0.4537644682,0.1764293284,-0.09762327,0.5265980809,0.1493463749,-0.1023895681,,,,,,,,,,,,
42.25,1,0.02551894597,0.0202925606,1,0.09311364899,-0.03905706572,1,0.006270060404,0.0459164149,1,0.08445868832,-0.09627850572,4.04764836,0.008863204041,-0.06116324285,4.087730952,0.003024546676,-0.09098291941,0.4537644682,0.175166657,-0.09597168518,0.5265980809,0.1464697646,-0.1005584715,,,,,,,,,,,,
42.5,1,0.02341930791,0.02283747179,1,0.09099519482,-0.03737933703,1,0.004300611417,0.04863264773,1,0.0826244164,-0.09385903001,4.04764836,0.008911782916,-0.06157538346,4.087730952,0.002629320632,-0.09085793395,0.4537644682,0.1738521314,-0.09430834991,0.5265980809,0.1435650668,-0.09870337745,,,,,,,,,,,,
42.75,1,0.02131797704,0.02539483471,1,0.08885256113,-0.0356959021,1,0.00233649164,0.05135162442,1,0.08076454603,-0.0914098853,4.04764836,0.008957832495,-0.06197672365,4.087730952,0.00223640318,-0.09070546005,0.4537644682,0.1724859273,-0.0926340571,0.5265980809,0.1406325526,-0.0968246418,,,,,,,,,,,,
43,1,0.01921481392,0.02796437693,1,0.0866858977,-0.03400694824,1,0.0003777045254,0.0540731566,1,0.07887935388,-0.08893131058,4.04764836,0.009001275189,-0.06236742994,4.087730952,0.001845846429,-0.09052568777,0.4537644682,0.1710682205,-0.09094959965,0.5265980809,0.1376724893,-0.09492261377,,,,,,,,,,,,
43.25,1,0.01710964342,0.0305458331,1,0.08449541706,-0.03231265862,1,-0.001575890505,0.05679705942,1,0.07696916723,-0.08642354011,4.04764836,0.009042043365,-0.06274766725,4.087730952,0.001457703172,-0.090318813,0.4537644682,0.1695989602,-0.08925576082,0.5265980809,0.1346851764,-0.09299764164,,,,,,,,,,,,
43.5,1,0.01500213811,0.03313894875,1,0.08228158311,-0.03061321268,1,-0.003525001011,0.05952314829,1,0.07503452617,-0.08388679828,4.04764836,0.009080101874,-0.06311760355,4.087730952,0.001072033689,-0.09008506086,0.4537644682,0.1680771888,-0.08755328537,0.5265980809,0.1316710541,-0.09105008946,,,,,,,,,,,,
43.75,1,0.01289194021,0.03574347603,1,0.08004491354,-0.02890878593,1,-0.005470458476,0.06225124205,1,0.07307601389,-0.0813213051,4.04764836,0.009115424319,-0.0634774051,4.087730952,0.0006888987163,-0.08982466126,0.4537644682,0.166501722,-0.08584290842,0.5265980809,0.1286305896,-0.08908031988,,,,,,,,,,,,
44,1,0.0107787014,0.03835917217,1,0.07778591521,-0.02719954994,1,-0.007413073501,0.06498116393,1,0.07109420116,-0.07872727798,4.04764836,0.009147985261,-0.063827235,4.087730952,0.0003083571842,-0.08953784104,0.4537644682,0.1648713756,-0.08412536507,0.5265980809,0.1255642414,-0.08708868864,,,,,,,,,,,,
44.25,1,0.008661846117,0.0409857951,1,0.07550505383,-0.02548567622,1,-0.009353937673,0.06771273987,1,0.06908964453,-0.07610495126,4.04764836,0.009177761235,-0.06416725244,4.087730952,-6.95E-05,-0.08922483192,0.4537644682,0.1631846467,-0.08240124427,0.5265980809,0.1224724333,-0.08507556576,,,,,,,,,,,,
44.5,1,0.00653987381,0.04362309064,1,0.0732026637,-0.02376734748,1,-0.0112953132,0.070445794,1,0.06706288004,-0.07345463362,4.04764836,0.009204733816,-0.06449761059,4.087730952,-0.0004448199212,-0.08888589397,0.4537644682,0.1614387579,-0.08067055023,0.5265980809,0.1193554791,-0.0830413977,,,,,,,,,,,,
44.75,1,0.004411088528,0.04627080564,1,0.07087904261,-0.02204474601,1,-0.01323970316,0.07318015321,1,0.06501443038,-0.07077664808,4.04764836,0.009228886351,-0.064818459,4.087730952,-0.0008174834414,-0.08852129116,0.4537644682,0.1596306133,-0.07893314096,0.5265980809,0.1162136619,-0.08098664268,,,,,,,,,,,,
45,1,0.002273837376,0.04892869221,1,0.06853448311,-0.02031805002,1,-0.01518954779,0.07591564851,1,0.06294480738,-0.06807131241,4.04764836,0.009250202887,-0.06512994443,4.087730952,-0.001187557093,-0.08813128344,0.4537644682,0.1577571169,-0.0771888745,0.5265980809,0.1130472603,-0.07891174953,,,,,,,,,,,,
45.25,1,0.0001266371833,0.05159650528,1,0.06616929693,-0.01858743454,1,-0.01714683438,0.07865211549,1,0.06085451076,-0.0653389566,4.04764836,0.009268647638,-0.06543221207,4.087730952,-0.001555057853,-0.08771614103,0.4537644682,0.1558148003,-0.07543760444,0.5265980809,0.1098565778,-0.07681716715,,,,,,,,,,,,
45.5,1,-0.002031449498,0.05427399578,1,0.06378388708,-0.0168530739,1,-0.01911194297,0.08138939578,1,0.05874402394,-0.06257997445,4.04764836,0.009284104471,-0.06572540902,4.087730952,-0.001919991304,-0.08727618653,0.4537644682,0.1537987056,-0.0736791667,0.5265980809,0.1066420282,-0.07470337187,,,,,,,,,,,,
45.75,1,-0.004201209778,0.05696091754,1,0.06137867275,-0.01511513932,1,-0.02108485651,0.08412733531,1,0.05661381897,-0.05979476988,4.04764836,0.009296440142,-0.06600968082,4.087730952,-0.002282360344,-0.08681175104,0.4537644682,0.1517035026,-0.07191339276,0.5265980809,0.1034040466,-0.07257083929,,,,,,,,,,,,
46,1,-0.0063834104,0.05965702948,1,0.05895406481,-0.01337379822,1,-0.0230655576,0.08686578368,1,0.05446435826,-0.05698373946,4.04764836,0.009305524956,-0.06628517026,4.087730952,-0.002642168036,-0.08632315991,0.4537644682,0.149523861,-0.07014011412,0.5265980809,0.1001430596,-0.07042003519,,,,,,,,,,,,
46.25,1,-0.008578680983,0.06236209941,1,0.05651049607,-0.0116292161,1,-0.02505400863,0.08960459595,1,0.05229614362,-0.05414727462,4.04764836,0.009311273331,-0.06655201569,4.087730952,-0.002999395583,-0.08581071436,0.4537644682,0.1472559748,-0.06835909788,0.5265980809,0.09685948472,-0.0682514293,,,,,,,,,,,,
46.5,1,-0.0107871686,0.06507591562,1,0.05404851032,-0.009881561949,1,-0.02705009308,0.09234363831,1,0.0501098604,-0.05128576763,4.04764836,0.009313763614,-0.06681034561,4.087730952,-0.003353937359,-0.08527463696,0.4537644682,0.1449021355,-0.06656985373,0.5265980809,0.09355372826,-0.06606553536,,,,,,,,,,,,
46.75,1,-0.01300889979,0.06779827454,1,0.05156866969,-0.008131002784,1,-0.02905367689,0.09508278195,1,0.04790622729,-0.04839960562,4.04764836,0.009313112686,-0.06706028442,4.087730952,-0.003705668785,-0.08471512885,0.4537644682,0.142466159,-0.06477182698,0.5265980809,0.09022618786,-0.0638628697,,,,,,,,,,,,
47,1,-0.01524389923,0.07052897667,1,0.04907152453,-0.006377701919,1,-0.03106462846,0.09782190115,1,0.04568594742,-0.0454891688,4.04764836,0.009309434925,-0.06730195428,4.087730952,-0.00405446851,-0.08413238849,0.4537644682,0.1399518612,-0.06296446292,0.5265980809,0.08687725372,-0.06164393787,,,,,,,,,,,,
47.25,1,-0.01749211781,0.07326782291,1,0.04655758276,-0.004621821371,1,-0.03308266159,0.1005608728,1,0.0434496804,-0.04255486555,4.04764836,0.009302831318,-0.06753547779,4.087730952,-0.004400222295,-0.08352661707,0.4537644682,0.1373629099,-0.06114724626,0.5265980809,0.08350730475,-0.0594092386,,,,,,,,,,,,
47.5,1,-0.01975322039,0.07601460404,1,0.04402721878,-0.00286352877,1,-0.03510687192,0.1032995757,1,0.04119795905,-0.03959723604,4.04764836,0.009293357254,-0.06776098546,4.087730952,-0.004742834635,-0.08289803421,0.4537644682,0.1347023812,-0.05931981927,0.5265980809,0.08011669696,-0.05715927499,,,,,,,,,,,,
47.75,1,-0.02202680753,0.07876911153,1,0.04148076914,-0.001102990325,1,-0.03713622068,0.1060378912,1,0.0389312771,-0.0366168444,4.04764836,0.009281056267,-0.06797860799,4.087730952,-0.005082216462,-0.08224686166,0.4537644682,0.1319732032,-0.05748186361,0.5265980809,0.07670577591,-0.05489454332,,,,,,,,,,,,
48,1,-0.02431248799,0.08153114104,1,0.03891856393,0.0006596314243,1,-0.03916969297,0.1087757032,1,0.03665011802,-0.03361424359,4.04764836,0.009265971121,-0.06818847368,4.087730952,-0.005418281069,-0.08157331798,0.4537644682,0.129178304,-0.05563306093,0.5265980809,0.07327488092,-0.05261552959,,,,,,,,,,,,
48.25,1,-0.02660996306,0.08430048837,1,0.03634094094,0.002424177786,1,-0.04120643599,0.1115128973,1,0.03435495587,-0.03058997863,4.04764836,0.009248150031,-0.06839070838,4.087730952,-0.00575094302,-0.08087762505,0.4537644682,0.1263204435,-0.05377307469,0.5265980809,0.06982436139,-0.05032270828,,,,,,,,,,,,
48.5,1,-0.02891927649,0.08707693786,1,0.0337482873,0.004190494608,1,-0.04324616965,0.1142493564,1,0.03204625705,-0.02754459569,4.04764836,0.009227665062,-0.06858543497,4.087730952,-0.006080115033,-0.08016002743,0.4537644682,0.1234017084,-0.0519014955,0.5265980809,0.06635462512,-0.0480165383,,,,,,,,,,,,
48.75,1,-0.03124055378,0.08986027431,1,0.0311409964,0.005958431378,1,-0.04528875777,0.1169849647,1,0.0297244789,-0.02447863313,4.04764836,0.009204592998,-0.06877277399,4.087730952,-0.00640571111,-0.07942077237,0.4537644682,0.1204240173,-0.05001789576,0.5265980809,0.06286608828,-0.04569746768,,,,,,,,,,,,
49,1,-0.03357391651,0.09265028683,1,0.02851945387,0.007727840877,1,-0.04733406703,0.1197196094,1,0.02739006942,-0.0213926187,4.04764836,0.00917900908,-0.06895284384,4.087730952,-0.006727647516,-0.07866010325,0.4537644682,0.1173892884,-0.04812184788,0.5265980809,0.05935915913,-0.0433659353,,,,,,,,,,,,
49.25,1,-0.03591948445,0.0954467719,1,0.02588404392,0.00949857975,1,-0.0493819918,0.1224531806,1,0.0250434884,-0.01828705403,4.04764836,0.009150986761,-0.0691257617,4.087730952,-0.007045858659,-0.07787826794,0.4537644682,0.1142994176,-0.04621290815,0.5265980809,0.05583422171,-0.04102237795,,,,,,,,,,,,
49.5,1,-0.03827738133,0.09824954233,1,0.02323516772,0.01127051033,1,-0.05143252747,0.1251855733,1,0.02268526942,-0.01516236813,4.04764836,0.009120596913,-0.06929164616,4.087730952,-0.007360344021,-0.07707554317,0.4537644682,0.1111562092,-0.04429056843,0.5265980809,0.05229158739,-0.03866725086,,,,,,,,,,,,
49.75,1,-0.04064772903,0.1010584177,1,0.0205732246,0.01304349858,1,-0.05348569388,0.1279166854,1,0.02031595564,-0.01201896631,4.04764836,0.009087908725,-0.0694506146,4.087730952,-0.007671119107,-0.07625220924,0.4537644682,0.1079614449,-0.04235430448,0.5265980809,0.04873154576,-0.0363010067,,,,,,,,,,,,
50,1,-0.04303064564,0.1038732212,1,0.01789860599,0.01481741338,1,-0.05554151017,0.1306464172,1,0.01793607892,-0.008857246339,4.04764836,0.009052990013,-0.06960278232,4.087730952,-0.00797819937,-0.07540854183,0.4537644682,0.1047169062,-0.04040359204,0.5265980809,0.04515438131,-0.03392408892,,,,,,,,,,,,
50.25,1,-0.04542620228,0.1066937756,1,0.01521165828,0.01659212568,1,-0.05759993755,0.1333746709,1,0.01554612101,-0.005677621275,4.04764836,0.009015907928,-0.06974826354,4.087730952,-0.008281610192,-0.0745448225,0.4537644682,0.1014245052,-0.03843795059,0.5265980809,0.04156037001,-0.03153693519,,,,,,,,,,,,
50.5,1,-0.04783429493,0.1095198924,1,0.01251257252,0.01836750625,1,-0.05966070959,0.136101349,1,0.01314639788,-0.00248058702,4.04764836,0.008976730971,-0.06988717443,4.087730952,-0.008581416467,-0.07366136954,0.4537644682,0.09808667548,-0.03645707449,0.5265980809,0.0379497687,-0.02913998742,,,,,,,,,,,,
50.75,1,-0.05025477785,0.1123513832,1,0.009801499443,0.02014342793,1,-0.06172350872,0.1388263557,1,0.01073718051,0.0007333475577,4.04764836,0.008935526955,-0.07001963006,4.087730952,-0.00887769184,-0.0727585061,0.4537644682,0.09470598095,-0.03446070182,0.5265980809,0.0343228263,-0.02673368179,,,,,,,,,,,,
51,1,-0.05268750758,0.115188063,1,0.007078587434,0.02191976627,1,-0.06378802417,0.1415495978,1,0.008318734627,0.003963683457,4.04764836,0.008892362359,-0.07014574348,4.087730952,-0.009170508604,-0.07183654972,0.4537644682,0.09128498556,-0.03244857067,0.5265980809,0.03067978755,-0.02431844561,,,,,,,,,,,,
51.25,1,-0.05513242856,0.1180297468,1,0.004343980031,0.0236964005,1,-0.06585413649,0.1442709845,1,0.005891305445,0.007209935444,4.04764836,0.008847310509,-0.07026562702,4.087730952,-0.009459933694,-0.07089581464,0.4537644682,0.08782578874,-0.03042052369,0.5265980809,0.02702090144,-0.02189469866,,,,,,,,,,,,
51.5,1,-0.05758982825,0.1208762372,1,0.001597808467,0.02547321642,1,-0.06792246651,0.1469904308,1,0.003455071802,0.01047164408,4.04764836,0.008800475871,-0.07037939614,4.087730952,-0.00974601672,-0.06993661857,0.4537644682,0.08432863178,-0.02837682177,0.5265980809,0.0233464462,-0.01946285657,,,,,,,,,,,,
51.75,1,-0.0600600725,0.1237273368,1,-0.001159800497,0.02725010325,1,-0.06999380572,0.1497078544,1,0.001010193924,0.01374836281,4.04764836,0.008751968918,-0.07048716554,4.087730952,-0.01002880244,-0.0689592759,0.4537644682,0.08079329145,-0.02631783039,0.5265980809,0.01965670353,-0.01702332771,,,,,,,,,,,,
52,1,-0.06254351828,0.126582852,1,-0.003928721963,0.02902695259,1,-0.07206892821,0.1524231749,1,-0.001443170755,0.0170396536,4.04764836,0.008701897858,-0.07058904787,4.087730952,-0.01030833487,-0.0679640956,0.4537644682,0.07721954449,-0.02424391502,0.5265980809,0.01595195025,-0.0145765122,,,,,,,,,,,,
52.25,1,-0.06504043519,0.1294425924,1,-0.006708843565,0.03080365941,1,-0.07414847003,0.155136313,1,-0.003904888008,0.02034508142,4.04764836,0.008650365044,-0.07068515481,4.087730952,-0.01058465397,-0.06695138368,0.4537644682,0.07360729335,-0.0221554679,0.5265980809,0.01223246516,-0.01212278818,,,,,,,,,,,,
52.5,1,-0.06755077299,0.1323063678,1,-0.009500097135,0.03258012513,1,-0.07623257119,0.1578471897,1,-0.006374907324,0.02366419856,4.04764836,0.008597456223,-0.07077560005,4.087730952,-0.01085778564,-0.0659214503,0.4537644682,0.06995694317,-0.02005298849,0.5265980809,0.008498549366,-0.009662470769,,,,,,,,,,,,
52.75,1,-0.07007440357,0.1351739913,1,-0.01230242573,0.0343562543,1,-0.07832124843,0.160555727,1,-0.008853198907,0.02699656058,4.04764836,0.008543251805,-0.07086049627,4.087730952,-0.01112775211,-0.0648746026,0.4537644682,0.06626902476,-0.01793700301,0.5265980809,0.004750505374,-0.007195855031,,,,,,,,,,,,
53,1,-0.07261120062,0.1380452793,1,-0.0151157728,0.03613195352,1,-0.08041451779,0.1632618487,1,-0.01133973298,0.03034173149,4.04764836,0.008487830587,-0.07093995413,4.087730952,-0.01139457538,-0.06381114243,0.4537644682,0.06254406892,-0.01580803768,0.5265980809,0.0009886303305,-0.004723230273,,,,,,,,,,,,
53.25,1,-0.0751610426,0.1409200496,1,-0.01794007255,0.03790713143,1,-0.08251245354,0.165965479,1,-0.01383449314,0.03369929649,4.04764836,0.008431275462,-0.07101408265,4.087730952,-0.01165822574,-0.06273134112,0.4537644682,0.05878246126,-0.01366661519,0.5265980809,-0.002786735459,-0.002244866396,,,,,,,,,,,,
53.5,1,-0.07772382205,0.1437981131,1,-0.02077522145,0.03968169888,1,-0.08461536279,0.1686665374,1,-0.01633751603,0.03706890014,4.04764836,0.008373690265,-0.0710829901,4.087730952,-0.01191846913,-0.06163536445,0.4537644682,0.05498400654,-0.011513244,0.5265980809,-0.006575064822,0.0002390267385,,,,,,,,,,,,
53.75,1,-0.08029943591,0.1466792819,1,-0.02362110777,0.04145556868,1,-0.08672360439,0.1713649438,1,-0.01884885019,0.0404502064,4.04764836,0.008315182366,-0.07114678311,4.087730952,-0.01217502552,-0.06052335068,0.4537644682,0.05114836429,-0.009348429052,0.5265980809,-0.01037579257,0.002728256903,,,,,,,,,,,,
54,1,-0.08288778236,0.1495633719,1,-0.02647762137,0.04322865548,1,-0.08883752935,0.1740606197,1,-0.02136854255,0.04384288538,4.04764836,0.008255856966,-0.07120556646,4.087730952,-0.01242762095,-0.05939543631,0.4537644682,0.04727519405,-0.007172675257,0.5265980809,-0.01418836439,0.005222635481,,,,,,,,,,,,
54.25,1,-0.08548882105,0.1524502026,1,-0.02934460473,0.04500087663,1,-0.09095755026,0.1767534879,1,-0.02389658965,0.04724664478,4.04764836,0.00819581188,-0.07125944309,4.087730952,-0.01267598858,-0.05825176403,0.4537644682,0.04336374787,-0.004986432303,0.5265980809,-0.01801221836,0.007721968489,,,,,,,,,,,,
54.5,1,-0.08810275226,0.1553395979,1,-0.03222170753,0.04677215478,1,-0.09308434764,0.1794434699,1,-0.02643279245,0.05066132364,4.04764836,0.008135121934,-0.0713085141,4.087730952,-0.01291987216,-0.0570925062,0.4537644682,0.03941164772,-0.002789928918,0.5265980809,-0.02184673058,0.01022603004,,,,,,,,,,,,
54.75,1,-0.09072983138,0.1582313852,1,-0.03510853721,0.04854241509,1,-0.09521865666,0.1821304884,1,-0.02897690673,0.05408679497,4.04764836,0.008073855214,-0.07135287879,4.087730952,-0.01315902218,-0.05591784061,0.4537644682,0.0354161081,-0.0005833385908,0.5265980809,-0.025691271,0.01273458967,,,,,,,,,,,,
55,1,-0.09337030766,0.1611253954,1,-0.03800470853,0.05031158432,1,-0.09736119696,0.1848144676,1,-0.03152869269,0.05752293367,4.04764836,0.008012078451,-0.07139263478,4.087730952,-0.01339319453,-0.05472794242,0.4537644682,0.03137434348,0.001633165189,0.5265980809,-0.02954522176,0.01524742131,,,,,,,,,,,,
55.25,1,-0.09602442433,0.1640214601,1,-0.04090981461,0.0520795894,1,-0.09951270742,0.1874953331,1,-0.03408789443,0.06096959392,4.04764836,0.007949862393,-0.07142787815,4.087730952,-0.01362214884,-0.05352299083,0.4537644682,0.02728417132,0.003859429949,0.5265980809,-0.03340795006,0.01776430419,,,,,,,,,,,,
55.5,1,-0.0986924184,0.1669194049,1,-0.04382334141,0.05384635344,1,-0.1016740485,0.1901730101,1,-0.03665417917,0.06442654252,4.04764836,0.007887297618,-0.07145870391,4.087730952,-0.01384564381,-0.05230318851,0.4537644682,0.02314582089,0.006095387283,0.5265980809,-0.03727872854,0.02028502576,,,,,,,,,,,,
55.75,1,-0.1013745211,0.169819056,1,-0.04674475613,0.05561179982,1,-0.1038460968,0.1928474248,1,-0.03922720009,0.06789352799,4.04764836,0.007824478187,-0.0714852056,4.087730952,-0.01406344176,-0.0510687415,0.4537644682,0.01896012444,0.008340989802,0.5265980809,-0.04115681734,0.0228093785,,,,,,,,,,,,
56,1,-0.1040709581,0.1727202435,1,-0.04967353611,0.05737585352,1,-0.1060297105,0.1955185053,1,-0.04180661688,0.07137030321,4.04764836,0.007761496291,-0.07150747517,4.087730952,-0.0142753102,-0.04981985267,0.4537644682,0.01472791421,0.01059619012,0.5265980809,-0.04504149098,0.02533715878,,,,,,,,,,,,
56.25,1,-0.1067818986,0.175622798,1,-0.05260914602,0.05913844038,1,-0.1082256648,0.1981861807,1,-0.04439208045,0.07485661035,4.04764836,0.007698441554,-0.07152560394,4.087730952,-0.0144810262,-0.04855673107,0.4537644682,0.01045020715,0.01286091171,0.5265980809,-0.04893202715,0.02786815909,,,,,,,,,,,,
56.5,1,-0.1095073051,0.1785265443,1,-0.05555097109,0.0608994849,1,-0.1104344601,0.2008503808,1,-0.04698318819,0.07835213656,4.04764836,0.00763539892,-0.07153968549,4.087730952,-0.01468038979,-0.04727961938,0.4537644682,0.006128758949,0.01513496156,0.5265980809,-0.05282767457,0.03040214509,,,,,,,,,,,,
56.75,1,-0.1122470897,0.1814313081,1,-0.0584983861,0.06265891244,1,-0.1126565222,0.2035110366,1,-0.04957953026,0.08185655986,4.04764836,0.007572450928,-0.07154981274,4.087730952,-0.01487320987,-0.04598876547,0.4537644682,0.001765510019,0.01741811751,0.5265980809,-0.05672768585,0.03293887933,,,,,,,,,,,,
57,1,-0.1150011654,0.1843369187,1,-0.06145077779,0.06441664995,1,-0.1148922675,0.2061680805,1,-0.05218070455,0.08536956403,4.04764836,0.007509678488,-0.07155607701,4.087730952,-0.01505929947,-0.0446844132,0.4537644682,-0.002637599246,0.01971015742,0.5265980809,-0.06063132802,0.03547812881,,,,,,,,,,,,
57.25,1,-0.1177694973,0.187243208,1,-0.06440756508,0.066172626,1,-0.1171421614,0.2088214464,1,-0.05478633881,0.08889083828,4.04764836,0.007447154218,-0.07155856852,4.087730952,-0.0152384811,-0.0433668088,0.4537644682,-0.007079187897,0.0220108727,0.5265980809,-0.06453789187,0.03801966022,,,,,,,,,,,,
57.5,1,-0.1205522542,0.1901500102,1,-0.06736825986,0.06792677118,1,-0.1194068907,0.2114710688,1,-0.05739615679,0.09242007638,4.04764836,0.007384922566,-0.07155737774,4.087730952,-0.01541060269,-0.04203621976,0.4537644682,-0.01156011279,0.024320109,0.5265980809,-0.06844672019,0.04056322576,,,,,,,,,,,,
